A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
119,I,53,19481.7994,33.5314,9716.1099,23.2882,800.7649,26.981,-11472.6702,25.797,-3070.4988,21.9149,-13769.9824,24.0598,66,1.2452830188679245,3,16,0,,10877.9931,13,19.4817994
263,Db,105,13341.0,201.0,7025.0,261.0,8834.0,152.0,-7386.0,349.0,-2284.0,261.0,-9330.0,170.0,158,1.5047619047619047,-21,32,0,,7214.0,53,13.341
188,Lu,71,9643.0,565.0,,,,,10090.0,447.0,,,1109.0,447.0,117,1.647887323943662,-11,-9,0,,4122.0,46,9.643
50,Ca,20,11506.9985,1.5836,31812.2453,16.8415,-12242.8911,2.8161,11842.6373,1.5857,-29818.0,400.0,-1098.1011,2.7658,30,1.5,0,2,1,,6360.5456,10,11.5069985
155,Ho,67,17170.3612,18.1666,9304.131,17.8808,3158.8259,17.9159,-9413.8777,20.0807,-3172.0633,48.5484,-11506.1431,18.1394,88,1.3134328358208955,-15,6,0,,9471.7385,21,17.1703612
46,Ti,22,22722.3192,0.7061,17237.4816,0.3365,-8005.8918,0.1736,-14656.6987,11.4533,-10605.01,0.3757,-20313.1458,0.8591,24,1.0909090909090908,2,4,0,,13189.3211,2,22.7223192
195,Re,75,11471.0,302.0,19329.0,500.0,-1465.0,424.0,6132.0,300.0,-15719.0,583.0,-1196.0,300.0,120,1.6,-7,-6,0,,6371.0,45,11.471
199,Ir,77,12277.0475,45.618,18626.0,303.0,-1263.0,303.0,4695.2181,41.0517,-14697.0,402.0,-2565.8344,41.0,122,1.5844155844155845,-5,-4,0,,6760.0,45,12.2770475
137,Te,52,7717.608,2.7163,23249.452,3.723,-854.7877,2.835,13079.6519,2.103,-20423.0,200.0,2170.1444,14.3427,85,1.6346153846153846,2,3,0,,2949.801,33,7.717608
106,Ag,47,17968.5656,4.9484,14560.9976,3.7925,-2583.9992,7.0827,-6334.2497,12.4985,-6380.1004,3.6682,-10679.868,3.3189,59,1.2553191489361701,-3,9,0,,7942.8691,12,17.9685656
256,Fm,100,11560.361,3.4351,10434.5409,11.374,7025.2702,1.8865,-2338.2494,8.0985,-6613.0,200.0,-7428.5906,6.2992,156,1.56,18,30,0,,6386.9869,56,11.560361
157,Yb,70,19059.9343,19.8612,5788.6822,12.3428,4621.8539,5.858,-14565.0,201.0,3502.7996,26.8762,-17791.6805,55.2093,87,1.2428571428571429,-12,5,0,,8225.6925,17,19.059934300000002
195,At,85,19545.612,23.6552,2163.6778,12.2076,7344.1362,6.0089,,,5263.7497,10.9188,-17266.2409,19.2136,110,1.2941176470588236,3,-16,0,,10825.1275,25,19.545612000000002
260,Db,105,13978.0,131.0,5687.0,138.0,9501.0,42.0,-9450.0,217.0,533.0,117.0,-10918.0,204.0,155,1.4761904761904763,-21,29,0,,6390.0,50,13.978
121,Pd,46,10917.6964,8.9035,28680.0,300.0,-9117.3824,433.1577,14891.4992,3.8752,-23751.0,400.0,1397.8564,5.589,75,1.6304347826086956,-4,-7,0,,3974.0512,29,10.9176964
45,Ca,20,18545.9938,0.2893,23380.3617,5.3222,-10169.6366,0.5041,-1801.9641,0.896,-15427.941,1.6251,-11067.5134,1.7647,25,1.25,0,-3,1,,7414.8186,5,18.5459938
138,Sb,51,6286.0,300.0,28258.0,424.0,-5105.0,361.0,17330.0,300.0,-26109.0,500.0,6583.0,300.0,87,1.7058823529411764,1,5,0,,2661.0,36,6.286
212,Ac,89,17607.1151,65.9445,3934.8341,25.6708,7539.6118,23.9586,-14296.9229,90.2963,4150.9433,24.9532,-14648.1143,88.808,123,1.3820224719101124,7,-3,0,,7915.2032,34,17.607115099999998
164,Re,75,21162.0,208.0,2268.9787,83.5819,5926.3426,5.0993,-19989.0,321.0,7773.2215,66.5198,-19207.0,305.0,89,1.1866666666666668,-7,7,0,,9541.5065,14,21.162
174,Ta,73,16553.425,39.5199,9582.6377,28.0423,3140.5465,32.6282,-8067.6704,39.5199,-2148.7284,27.9887,-11084.7015,39.5199,101,1.3835616438356164,-9,19,0,,7415.5462,28,16.553425
141,La,57,11850.0989,4.1361,16806.6973,5.182,1191.0128,4.1382,3084.6899,4.0971,-13169.0764,9.1766,-2926.9347,3.9292,84,1.4736842105263157,7,2,0,,6689.1023,27,11.8500989
157,Tm,69,18225.9938,29.6538,7247.4221,32.9561,3877.879,28.4003,-12269.461,30.4415,-459.847,47.511,-13515.0593,29.4542,88,1.2753623188405796,-13,6,0,,9946.1799,19,18.2259938
40,P,15,9660.2607,110.7161,39187.0,172.0,-16514.4895,171.2945,19418.6291,89.545,-36918.0,311.0,6952.1643,97.4172,25,1.6666666666666667,-5,-3,0,,3435.8718,10,9.6602607
203,Bi,83,16238.5234,17.6208,8922.0568,19.0885,4109.5879,30.7276,-9362.286,16.6161,-2833.4451,12.9056,-11654.642,15.4387,120,1.4457831325301205,1,-6,0,,8845.357,37,16.2385234
163,Yb,70,17602.2663,21.1452,8670.5219,17.4578,2842.3261,15.5038,-10024.558,29.804,-248.6388,15.1115,-14533.4372,76.541,93,1.3285714285714285,-12,11,0,,7544.033,23,17.6022663
75,Se,34,20084.7291,7.4241,15449.8988,0.0908,-4687.7481,0.8181,-7845.8574,8.1043,-6036.0092,0.0719,-14952.6458,5.8358,41,1.2058823529411764,6,-9,0,,8027.5966,7,20.0847291
91,Kr,36,10580.8154,3.0964,26559.5175,4.3482,-6972.7569,3.1655,12677.9758,5.8933,-22462.7221,329.7565,320.281,6.8286,55,1.5277777777777777,8,5,0,,4086.0324,19,10.580815399999999
180,W,74,15371.8133,15.1362,11778.8193,0.323,2515.269,1.0307,-5280.0452,15.7877,-6462.1778,0.3141,-11123.2489,24.6622,106,1.4324324324324325,-8,-20,0,,8412.3142,32,15.3718133
162,Ta,73,20100.3411,83.4262,4089.4045,85.0786,5005.8799,61.4896,-17329.0,210.0,5491.9735,69.2145,-17346.0,210.0,89,1.2191780821917808,-9,7,0,,9074.1475,16,20.1003411
28,O,8,-1276.0,718.0,,,,,40780.0,710.0,,,18875.0,709.0,20,2.5,0,0,1,,661.0,12,-1.276
156,Nd,60,10765.1637,1.6585,22561.0,200.0,-3647.0,200.0,9158.6054,8.6213,-19711.0,300.0,-1333.4422,4.8956,96,1.6,10,14,0,,5989.6518,36,10.765163699999999
150,Dy,66,17592.8576,9.7106,7618.1411,4.0993,4351.2892,1.5393,-11478.2953,17.5036,-1471.4161,5.1535,-15735.0826,12.6866,84,1.2727272727272727,16,2,0,,9686.946,18,17.5928576
135,I,53,14064.514,6.251,19433.6087,3.7452,-4222.6839,2.93,3802.7768,2.0869,-17049.1468,3.7003,-3724.6633,2.0599,82,1.5471698113207548,3,0,1,,7807.0579,29,14.064513999999999
45,K,19,16182.8853,0.6634,27034.0751,61.8607,-11733.3678,68.7255,4456.6778,0.8439,-23425.6411,85.568,-3218.2318,0.6145,26,1.368421052631579,-1,-2,0,,8905.4638,7,16.1828853
72,Se,34,22080.9253,2.5168,11884.0947,2.121,-3314.3058,2.7106,-13927.6067,8.2462,-5250.5031,2.1191,-19437.0804,5.7453,38,1.1176470588235294,6,10,0,,12792.9921,4,22.0809253
169,Lu,71,16698.882,37.3808,10117.3528,3.2572,2422.5813,3.4325,-7792.092,28.106,-4059.1196,3.4408,-10793.2877,28.106,98,1.380281690140845,-11,16,0,,9081.0137,27,16.698882
258,Db,105,14933.0,209.0,4816.8424,123.7364,9436.8999,10.0,,,1553.0,102.0,,,153,1.457142857142857,-21,27,0,,6717.9007,48,14.933
65,Cr,24,8274.0,213.0,37028.0,539.0,-14365.0,361.0,22908.0,200.0,-34119.0,632.0,6608.0,200.0,41,1.7083333333333333,4,-9,0,,2741.0,17,8.274
172,Ta,73,17334.9486,39.5199,8601.6909,32.6282,3317.9331,47.1476,-9763.1439,45.2323,-790.4881,28.0068,-12315.2052,39.5199,99,1.356164383561644,-9,17,0,,7681.022,26,17.3349486
24,Al,13,34393.0,401.0,9445.3628,0.2632,-9324.2165,1.1277,-34069.0,500.0,2192.0703,0.2279,-32070.0,500.0,11,0.8461538461538461,5,3,0,,14868.2013,-2,34.393
63,Sc,21,3573.0,922.0,,,-18105.0,1063.0,34810.0,778.0,,,17198.0,806.0,42,2.0,1,-8,0,,2312.0,21,3.573
37,Mg,12,3570.9445,749.1648,,,-20344.0,921.0,34782.9897,708.1524,,,14189.7752,714.758,25,2.0833333333333335,4,-3,0,,240.0,13,3.5709445
78,Zn,30,11322.8543,2.4267,29871.0,300.0,-11208.0,200.0,14378.8162,4.0346,-27422.0,400.0,437.7923,3.1053,48,1.6,2,-2,0,,6765.3572,18,11.322854300000001
210,Bi,83,12064.3899,1.8586,12619.7263,1.8318,5036.4728,0.7762,-2819.8055,7.6482,-8436.0832,6.1633,-6497.2081,1.5621,127,1.5301204819277108,1,1,0,,4604.6341,44,12.0643899
224,Po,84,8719.0,200.0,,,3355.0,445.0,7465.0,196.0,,,-1589.0,196.0,140,1.6666666666666667,2,14,0,,5240.0,56,8.719
126,Pr,59,23315.0,446.0,4643.0,204.0,1795.0,357.0,-20574.0,537.0,6147.0,197.0,-20325.0,445.0,67,1.1355932203389831,9,-15,0,,10325.0,8,23.315
185,W,74,13164.8446,0.1386,14682.2666,30.0397,1590.1709,1.5689,-581.9629,0.673,-9177.3894,39.6989,-7239.3698,4.197,111,1.5,-8,-15,0,,5753.7364,37,13.1648446
201,Pb,82,16181.9344,15.3465,10302.9085,13.7562,2844.2822,14.1158,-8749.8666,14.6058,-3056.7364,13.7563,-12971.7772,26.5391,119,1.451219512195122,0,-7,1,,7091.4931,37,16.1819344
207,Bi,83,15131.6213,5.2615,10811.6944,2.1175,3281.8388,2.1344,-6827.0727,12.63,-5090.232,2.1208,-9937.2043,4.6334,124,1.4939759036144578,1,-2,0,,8097.6719,41,15.1316213
128,Te,52,15072.262,1.4923,17556.6002,10.7064,-3187.234,1.4587,866.7407,0.7063,-12813.1868,9.2518,-8081.8949,3.6805,76,1.4615384615384615,2,-6,0,,8784.6148,24,15.072262
238,Th,90,9873.0,284.0,,,3169.0,283.0,5217.0,283.0,,,-3074.0,284.0,148,1.6444444444444444,8,22,0,,5501.0,58,9.873
87,Se,34,10155.1239,3.4352,27880.6481,4.3452,-7874.6064,3.296,14283.3981,2.2546,-24315.1771,437.808,1134.8104,3.8009,53,1.5588235294117647,6,3,0,,3994.2756,19,10.155123900000001
34,Ne,10,300.0,100.0,,,,,44518.0,513.0,,,20990.0,682.0,24,2.4,2,4,0,,1360.0,14,0.3
128,Ce,58,20855.9963,39.5199,7441.9542,30.612,1130.9445,30.612,-15004.0,202.0,-4.9413,30.1644,-19062.0,198.0,70,1.206896551724138,8,-12,0,,11625.8996,12,20.855996299999997
94,Mo,42,17748.1284,0.2108,14532.9977,0.1696,-2066.4479,0.1838,-5830.4772,3.1463,-8581.0228,0.4763,-12879.2813,1.022,52,1.2380952380952381,-8,2,0,,9678.3184,10,17.748128400000002
162,Er,68,16412.6701,24.2581,11239.7274,0.3132,1648.0256,2.2716,-6513.0472,15.1098,-5567.6874,0.3039,-12506.8139,27.9551,94,1.3823529411764706,-14,12,0,,9204.2301,26,16.4126701
138,Pm,61,19887.0834,70.0405,8151.8913,16.3044,1188.7137,23.396,-13164.6944,30.2579,998.4727,14.1707,-14994.0327,30.8773,77,1.2622950819672132,11,-5,0,,8912.8298,16,19.887083399999998
25,Ne,10,13024.0941,29.0455,31234.8157,125.1296,-12522.4526,31.4266,11157.279,29.0454,-27824.8784,167.4133,-1688.9203,29.0453,15,1.5,2,-5,0,,4155.1786,5,13.024094100000001
72,Fe,26,8503.0,583.0,38188.0,781.0,-15985.0,707.0,24976.0,500.0,,,7049.0,683.0,46,1.7692307692307692,-2,-4,0,,5391.0,20,8.503
153,Nd,60,12529.8323,2.9689,20683.2637,17.9103,-3085.3749,10.6083,5229.6795,2.9296,-15639.0,200.0,-4147.2293,26.0491,93,1.55,10,11,0,,5252.0343,33,12.5298323
5,He,2,19842.621,20.0,,,735.0,20.0,-25907.0,2003.0,,,-22163.274,213.0728,3,1.5,0,1,1,,-735.0,1,19.842620999999998
19,Ne,10,30891.0346,0.3882,12017.1244,0.1601,-3528.4845,0.5156,-30086.3405,60.0013,-4754.1012,0.1601,-31357.2564,93.8814,9,0.9,2,1,0,,11636.8819,-1,30.891034599999998
146,Ce,58,11336.5626,14.9324,18436.6808,16.309,-208.5274,15.8146,5300.0478,14.7161,-15398.6566,16.9384,-4071.1962,16.311,88,1.5172413793103448,8,6,0,,6630.128,30,11.336562599999999
58,Ca,20,4163.0,559.0,,,-16516.0,944.0,29387.0,533.0,,,11778.0,532.0,38,1.9,0,10,1,,3042.0,18,4.163
6,H,1,-1111.9594,273.0942,,,,,27788.8441,254.1268,,,22573.1725,254.9126,5,5.0,-1,3,0,,-911.9594,4,-1.1119594
115,Mo,42,8042.0,500.0,32788.0,500.0,-10494.0,721.0,21556.0,400.0,,,5979.0,589.0,73,1.7380952380952381,-8,-9,0,,2941.0,31,8.042
92,Nb,41,19934.3957,3.7665,14534.3202,1.819,-4579.1774,2.331,-7527.5873,3.5789,-7390.9404,2.5621,-12315.7743,6.4881,51,1.2439024390243902,-9,1,0,,7886.5808,10,19.9343957
37,S,16,14192.8522,0.2006,27082.8879,35.8569,-8807.0137,0.7262,4051.2529,0.2804,-21749.2717,71.7977,-5445.7359,0.1995,21,1.3125,-4,1,0,,4303.6031,5,14.192852199999999
102,Cd,48,21607.7423,2.3611,9024.9713,17.715,-763.632,5.0251,-14724.8059,100.1183,-1516.5279,4.8798,-19186.1182,11.7799,54,1.125,-2,4,0,,11894.554,6,21.6077423
38,K,19,27526.2142,0.3793,13856.6938,0.1985,-6785.5898,0.2013,-24551.0,200.0,-4328.179,0.202,-23736.0078,0.6637,19,1.0,-1,-1,0,,12071.8765,0,27.5262142
197,Ir,77,12714.4407,20.1466,17282.0,301.0,-457.3975,43.9886,2875.6287,20.1056,-13194.0,301.0,-3690.9028,20.1072,120,1.5584415584415585,-5,-6,0,,6899.9192,43,12.714440699999999
109,Rh,45,14278.1759,12.7091,20827.2262,9.5673,-5137.8635,35.4935,3720.1797,4.2291,-16365.3916,9.6548,-3546.3538,4.1858,64,1.4222222222222223,-5,14,0,,8039.4133,19,14.2781759
218,Ra,88,12788.546,12.5606,8185.6982,11.262,8540.3045,3.4317,-5721.1905,14.3661,-4301.9809,10.5515,-10128.0828,14.8695,130,1.4772727272727273,6,4,0,,7315.2974,42,12.788546
222,Po,84,8919.8309,43.7901,16222.0,402.0,4432.0,303.0,6114.3107,40.1014,,,-2367.7797,42.4214,138,1.6428571428571428,2,12,0,,5358.8072,54,8.919830900000001
132,Cs,55,16395.5748,8.4207,14794.4473,3.3194,-1839.5789,3.7664,-3429.1157,36.3733,-6998.937,1.1994,-8545.053,1.116,77,1.4,5,-5,0,,7168.4372,22,16.3955748
137,I,53,8719.7249,8.6328,21243.8784,8.7894,142.3287,8.9479,10189.5038,8.3889,-19138.35,10.2111,2001.5836,8.3834,84,1.5849056603773586,3,2,0,,4882.3619,31,8.7197249
249,Md,101,14898.0,265.0,5975.3834,165.5698,8441.0,18.0,,,-407.0,173.0,-11579.0,278.0,148,1.4653465346534653,19,22,0,,7838.0,47,14.898
286,Rg,111,11602.0,678.0,,,8630.0,100.0,-3446.0,747.0,,,-6647.0,683.0,175,1.5765765765765767,-15,49,0,,5291.0,64,11.602
201,Hg,80,14259.099,0.5922,14851.7717,2.2457,332.3295,0.8386,-2391.4965,13.7631,-8352.3224,20.1195,-8686.6202,5.7653,121,1.5125,-2,-5,0,,6230.5799,41,14.259099
221,Pa,91,14350.9226,91.5677,5772.5585,78.5803,9247.6999,58.3095,-9535.0,209.0,-657.7893,59.6867,-10710.0,117.0,130,1.4285714285714286,9,4,0,,7974.7783,39,14.3509226
160,Er,68,16902.9973,34.9844,10234.9667,24.3587,2040.2941,24.2664,-7900.9496,24.8614,-4185.9273,24.289,-13565.0905,36.9973,92,1.3529411764705883,-14,10,0,,9574.3743,24,16.9029973
203,Tl,81,14723.1668,14.1474,13938.5458,3.3116,907.5272,1.2472,-4236.416,12.8261,-8697.2984,23.3168,-7892.0191,3.9258,122,1.5061728395061729,-1,-4,0,,7852.2081,41,14.723166800000001
184,Os,76,15786.0924,21.7613,10584.3636,0.6791,2958.7617,1.6369,-6920.0789,14.7667,-5175.8737,0.6779,-12121.745,24.6858,108,1.4210526315789473,-6,-18,0,,8660.1235,32,15.7860924
159,Yb,70,18556.2411,20.5647,6997.8115,31.8055,3950.7391,18.4759,-12980.9111,24.3267,2181.3271,30.7431,-16692.6347,23.1653,89,1.2714285714285714,-12,7,0,,7895.2146,19,18.556241099999998
146,Gd,64,20468.9481,28.2406,8698.1392,3.8404,471.1904,4.0056,-13530.8956,7.8305,-2723.387,3.8519,-17757.4485,110.9705,82,1.28125,14,0,1,,11230.5156,18,20.468948100000002
118,Cs,55,22509.0,101.0,5566.665,76.1133,1804.6423,23.7429,-18790.0,300.0,4740.2204,28.5628,-19022.7883,250.6633,63,1.1454545454545455,5,13,0,,9987.594,8,22.509
133,I,53,14557.2107,5.9328,18453.8323,6.2589,-3652.8335,22.0304,2213.6412,5.9019,-13510.9913,6.3967,-4649.6454,5.9019,80,1.509433962264151,3,-2,0,,8225.1183,27,14.557210699999999
70,Co,27,11025.0089,11.6493,32183.0,300.0,-12199.487,15.6768,16451.4172,11.0447,-28454.0,400.0,5382.3745,11.606,43,1.5925925925925926,-1,-7,0,,4210.8339,16,11.025008900000001
200,Ir,77,12002.0,280.0,19157.0,445.0,-1635.0,358.0,5670.0,197.0,-14129.0,445.0,-2252.0,196.0,123,1.5974025974025974,-5,-3,0,,5242.0,46,12.002
130,Cs,55,17110.618,9.9367,13739.6665,9.1075,-1414.1739,9.171,-5272.3803,27.2587,-5681.5495,8.9319,-9910.2069,13.4224,75,1.3636363636363635,5,-7,0,,7472.0226,20,17.110618
24,Na,11,19379.1454,0.1328,25789.2187,12.399,-10825.3534,0.034,-8369.0886,0.2285,-18992.1352,33.3204,-11015.5442,0.0357,13,1.1818181818181819,3,5,0,,6959.3653,2,19.379145400000002
178,Lu,71,13098.1837,1.8982,15544.5002,100.0253,1101.7242,44.778,260.0,52.0,-10057.0,200.0,-5528.4534,2.0524,107,1.5070422535211268,-11,-19,0,,6025.2959,36,13.0981837
196,Re,75,11242.0,361.0,19807.0,583.0,-1684.0,500.0,7076.0,302.0,,,-919.0,305.0,121,1.6133333333333333,-7,-5,0,,4871.0,46,11.242
110,Zr,40,7413.0,640.0,,,-10344.0,781.0,22316.0,501.0,,,6399.0,660.0,70,1.75,-10,-12,0,,4561.0,30,7.413
213,Fr,87,15556.5211,12.8794,6484.9504,5.347,6904.6577,1.3078,-9695.2289,12.5737,-2215.0218,5.1796,-11426.7548,11.2447,126,1.4482758620689655,5,0,1,,8109.5193,39,15.5565211
37,Ca,20,34469.0,200.0,4666.7233,0.9301,-6176.6909,0.7502,-38306.0,400.0,9806.5013,0.6349,-37358.0,300.0,17,0.85,0,-3,1,,14756.2218,-3,34.469
18,O,8,12188.4503,0.0011,29054.8916,3.5777,-6227.6255,0.0038,-6100.4337,0.3634,-29103.6669,17.3649,-10805.8357,0.2479,10,1.25,0,2,1,,8045.3702,2,12.188450300000001
238,Bk,97,15468.0,442.0,6402.0,282.0,7330.0,200.0,,,358.0,263.0,-11793.0,274.0,141,1.4536082474226804,15,15,0,,7065.0,44,15.468
165,Lu,71,17793.4691,38.5387,8291.7769,27.106,3031.5512,38.5387,-10594.3759,29.8086,-1822.2757,36.4642,-12695.2095,30.8925,94,1.323943661971831,-11,12,0,,9871.1901,23,17.7934691
172,Pt,78,20950.1038,20.9871,1758.9204,14.2262,6463.409,4.0389,-20045.3087,150.4202,5901.597,20.9912,-21615.6847,23.164,94,1.205128205128205,-4,12,0,,11711.4192,16,20.9501038
63,Fe,26,12857.7625,5.0312,27717.0692,4.6884,-9944.6142,4.3544,9877.2624,4.3235,-22071.9888,5.5127,-2282.5479,19.0662,37,1.4230769230769231,-2,9,0,,4828.8906,11,12.857762500000002
26,Na,11,14585.5158,3.5017,28983.2384,97.7331,-12079.0722,12.884,5349.359,3.5023,-25483.9183,96.5059,-1739.3165,3.502,15,1.3636363636363635,3,-5,0,,5574.2849,4,14.5855158
169,Ho,67,12659.1872,20.6155,17490.8694,20.1407,-632.0761,20.1072,2478.6445,20.0804,-13303.7996,20.4816,-3878.0965,20.0477,102,1.5223880597014925,-15,20,0,,6808.0965,35,12.6591872
115,Sn,50,17848.3525,1.5748,15568.5015,0.2444,-3206.5145,0.3575,-7971.0783,27.9448,-7307.8829,0.2763,-13608.5475,19.7724,65,1.3,0,15,1,,7545.4285,15,17.8483525
215,Ac,89,16253.1154,16.9992,4993.1925,13.2668,7745.9488,3.1828,-11773.987,83.3783,-300.0938,15.0446,-12735.6995,16.3548,126,1.4157303370786516,7,0,1,,8474.0396,37,16.253115400000002
159,Lu,71,19411.4273,39.5512,5577.2723,46.8981,4492.3962,38.9481,-15269.4522,42.4992,1705.62,45.3271,-15677.5276,41.5276,88,1.2394366197183098,-11,6,0,,10567.7267,17,19.4114273
213,Ra,88,16628.9487,11.0031,5477.0551,11.9456,6861.6908,2.2765,-11774.5502,13.4655,1715.8055,10.2934,-15025.3606,23.9852,125,1.4204545454545454,6,-1,0,,7526.9981,37,16.628948700000002
201,Au,79,13449.5894,3.2405,16580.1135,41.1782,-561.4987,20.3629,780.073,14.5223,-12120.0,196.0,-4968.7562,3.1957,122,1.5443037974683544,-3,-4,0,,7231.9299,43,13.4495894
165,W,74,20095.5137,63.851,4169.938,36.3796,5029.5853,32.0155,-17115.0,202.0,5668.0689,30.2221,-19460.193,60.3287,91,1.2297297297297298,-8,9,0,,8697.0792,17,20.095513699999998
59,Cr,24,11733.5823,1.98,28292.0246,205.8803,-8708.378,28.8841,12549.0267,0.7476,-24487.2334,183.3409,-359.6806,2.7834,35,1.4583333333333333,4,7,0,,4195.4413,11,11.7335823
140,Xe,54,9156.8533,3.6449,21868.4088,4.4455,-986.0981,3.2597,10281.4437,8.2356,-20070.3522,4.237,-356.6911,3.9042,86,1.5925925925925926,4,4,0,,5413.1933,32,9.1568533
239,Bk,97,15103.0,310.0,6898.0,215.0,7200.0,200.0,-9381.0,364.0,-1461.0,215.0,-11099.0,363.0,142,1.4639175257731958,15,16,0,,8038.0,45,15.103
196,Os,76,11984.5826,40.1233,18445.0,303.0,-1082.0,204.0,4367.4153,40.0537,-14826.0,303.0,-4656.1226,40.0735,120,1.5789473684210527,-6,-6,0,,6836.8446,44,11.9845826
208,Au,79,7863.0,424.0,,,1235.0,500.0,10840.0,300.0,,,2506.0,301.0,129,1.6329113924050633,-3,3,0,,3341.0,50,7.863
147,Nd,60,12857.4261,0.1239,15657.678,33.8925,1034.668,2.212,1119.2534,0.531,-9809.897,14.7163,-6763.7522,4.1202,87,1.45,10,5,0,,5292.1962,27,12.857426100000001
188,Ta,73,11445.0,209.0,18168.0,447.0,-35.0,283.0,5107.0,200.0,-13429.0,447.0,-2077.0,200.0,115,1.5753424657534247,-9,-11,0,,5086.0,42,11.445
92,Zr,40,15829.1127,0.1466,17086.0211,1.4518,-2962.3109,0.0943,-1650.4367,0.1827,-12096.0453,5.4524,-9892.3143,2.9246,52,1.3,-10,2,0,,8634.7499,12,15.8291127
139,Sm,62,20531.2099,30.6145,7374.2022,15.9979,1408.4747,22.0075,-14749.0,196.0,2347.9817,15.9089,-18701.8716,29.9897,77,1.2419354838709677,12,-5,0,,8953.7747,15,20.5312099
100,Y,39,11175.1295,13.698,27530.0307,19.5859,-8391.806,11.6707,12470.0047,13.7312,-23489.0621,11.8832,2224.1111,15.3353,61,1.564102564102564,11,11,0,,4748.8287,22,11.175129499999999
100,Tc,43,15731.3734,3.5027,17074.2811,5.1796,-2843.0366,1.3549,-429.8211,18.1744,-10974.5784,12.078,-6466.8844,1.3761,57,1.3255813953488371,-7,7,0,,6764.4,14,15.7313734
89,Tc,43,25847.4412,5.6706,8098.3058,7.8012,-3540.0884,5.6021,-21744.0,361.0,1487.7274,57.9345,-21127.0,300.0,46,1.069767441860465,-7,-4,0,,13795.8732,3,25.847441200000002
120,Xe,54,20236.0033,15.7278,9059.6186,21.7892,666.4424,26.9365,-13283.7857,300.3981,-2278.8659,13.879,-17938.6911,18.2749,66,1.2222222222222223,4,16,0,,11449.2642,12,20.2360033
192,Ir,77,14224.6525,0.4146,13830.5583,4.5931,1756.3336,1.2457,-2063.4469,15.782,-7774.1939,10.2831,-7208.6127,3.6323,115,1.4935064935064934,-5,-11,0,,6198.1225,38,14.2246525
49,Ca,20,15097.9733,2.2277,30510.6708,1.2239,-13954.1172,0.5422,7264.0096,0.1927,-26234.0467,16.7678,-4867.2375,4.953,29,1.45,0,1,1,,5146.4529,9,15.0979733
168,Re,75,20100.1902,93.4692,4275.0512,41.6032,5062.9999,13.0,-17128.6589,63.2358,5267.2041,41.6032,-17367.3469,86.5647,93,1.24,-7,11,0,,9032.0,18,20.1001902
11,B,5,19891.4138,0.9027,30865.139,0.1867,-8664.3124,0.0128,-15697.9358,5.0005,-31673.8905,12.7213,-15102.2829,0.0714,6,1.2,3,-2,0,,11454.2206,1,19.8914138
58,Fe,26,17690.7439,0.1815,21448.0855,0.5435,-7644.8077,0.3219,-1926.3997,0.3046,-16919.2574,1.8896,-10880.9312,0.5035,32,1.2307692307692308,-2,4,0,,10044.5723,6,17.6907439
62,Ni,28,18415.8325,0.3086,19911.2076,3.4167,-7016.0846,0.4151,-5578.3513,0.4447,-15114.9081,2.6425,-12833.6951,0.9518,34,1.2142857142857142,0,6,1,,10595.7288,6,18.4158325
78,Ge,32,14791.7962,3.5355,24136.9765,3.8235,-8530.2538,4.3389,5163.8933,3.54,-20361.8263,4.0487,-6017.0421,3.9195,46,1.4375,4,-4,0,,8720.5063,14,14.7917962
16,O,8,28887.4195,0.0252,22334.8376,0.0038,-7161.918,0.0003,-28723.7772,20.48,-21899.1184,0.8,-29375.0724,14.0,8,1.0,0,0,1,,15663.9424,0,28.8874195
71,Ga,31,16953.9431,1.4442,18980.8479,1.6155,-5244.489,1.1615,-2245.8698,4.0836,-14451.7171,1.3519,-7648.4085,0.1411,40,1.2903225806451613,3,-10,0,,9300.2946,9,16.9539431
43,Cr,24,38523.0,447.0,851.0,202.0,-6895.0,283.0,,,15845.0,200.0,,,19,0.7916666666666666,4,-1,0,,17101.0,-5,38.523
227,Pa,91,13668.9055,82.1777,9384.8764,8.5451,6580.3999,2.1213,-5748.6477,77.3202,-4767.8013,7.8076,-8569.7449,13.1763,136,1.4945054945054945,9,10,0,,7274.5471,45,13.668905500000001
116,Ba,56,24617.0,225.0,1872.0,201.0,3222.0,200.0,,,6988.0,201.0,,,60,1.0714285714285714,6,10,0,,13531.0,4,24.617
230,Th,90,12051.0239,1.1439,12655.6246,1.7579,4770.0202,1.5149,-752.5051,4.5074,-8988.4221,15.4881,-7105.6545,3.1402,140,1.5555555555555556,8,14,0,,6794.3235,50,12.0510239
70,Cu,29,13551.9738,1.9177,25911.7322,4.0075,-8992.7554,14.0142,5933.7695,1.6162,-19879.9041,85.7043,-2629.7924,1.3422,41,1.4137931034482758,1,-9,0,,5311.4777,12,13.551973799999999
164,Yb,70,17333.6436,21.1452,9255.9024,15.1133,2627.0899,28.5672,-9193.8146,21.8685,-3133.729,15.7879,-14292.0742,31.7666,94,1.3428571428571427,-12,12,0,,9789.6105,24,17.3336436
