A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(n)_MeV
9,He,2,1279.9373,47.4229,,,,,29587.3755,46.8165,,,11918.7038,46.8165,7,3.5,0,-1,1,,-1254.8254,5,-1.2548253999999999
135,Te,52,10934.2935,2.6898,21432.8421,2.5674,-2889.1273,4.0097,8684.5745,4.0526,-18584.0026,3.6051,-1756.6685,5.1531,83,1.5961538461538463,2,1,0,,3266.356,31,3.266356
207,Po,84,15766.9382,12.0575,7953.4805,6.562,5215.8665,2.5023,-8510.9586,8.1748,-649.1651,6.5621,-12777.6305,15.0727,123,1.4642857142857142,2,-3,0,,7028.3502,39,7.0283502
97,Zr,40,13419.3888,0.8769,22397.3506,5.81,-5275.7652,7.5551,4608.0075,0.1745,-17307.4161,8.4655,-5405.1806,0.1077,57,1.425,-10,7,0,,5569.151,17,5.569151
112,Xe,54,24246.3472,101.3274,2374.4692,10.5751,3330.4128,6.2709,,,6272.1683,10.4839,-25198.0,200.0,58,1.0740740740740742,4,8,0,,13578.0,4,13.578
73,Fe,26,8203.0,640.0,,,-16785.0,707.0,26118.0,500.0,,,8239.0,583.0,47,1.8076923076923077,-2,-3,0,,2811.0,21,2.811
210,Ra,88,17427.7312,12.8202,4479.7143,13.6556,7150.8409,3.27,-13616.6823,20.9895,2094.9168,13.5507,-16473.3662,56.5976,122,1.3863636363636365,6,-4,0,,9486.7198,34,9.486719800000001
73,Ga,31,15702.853,1.8625,21566.1512,2.2433,-6388.0384,2.1826,1253.413,4.2021,-17205.3083,2.1826,-5184.7514,1.6784,42,1.3548387096774193,3,-8,0,,9182.3777,11,9.1823777
51,Cr,24,22260.9987,2.205,17464.6444,0.1517,-8938.0185,0.1534,-11261.5292,1.4081,-7307.8182,0.1527,-16895.1462,0.1623,27,1.125,4,-1,0,,9260.6686,3,9.2606686
72,Fe,26,8503.0,583.0,38188.0,781.0,-15985.0,707.0,24976.0,500.0,,,7049.0,683.0,46,1.7692307692307692,-2,-4,0,,5391.0,20,5.391
184,Pb,82,20369.6659,17.606,2052.6432,16.1036,6774.0111,3.1263,,,5464.0981,14.6229,,,102,1.2439024390243902,0,20,1,,11542.8964,20,11.5428964
54,Cu,29,35503.0,721.0,1474.0,400.0,-6075.0,419.0,,,14130.0,400.0,,,25,0.8620689655172413,1,-3,0,,16172.0,-4,16.172
13,Li,3,-110.0001,70.0,,,,,40418.9467,70.0098,,,23831.8153,70.0287,10,3.3333333333333335,1,2,0,,100.0,7,0.1
19,Na,11,37932.8313,60.5393,3600.2589,10.5381,-6062.2835,17.5211,,,4767.3009,10.5453,,,8,0.7272727272727273,3,0,1,,20179.9254,-3,20.1799254
123,Pr,59,24821.0,640.0,2618.0,500.0,2365.0,500.0,,,7024.0,499.0,,,64,1.0847457627118644,9,14,0,,13521.0,5,13.521
142,Gd,64,21319.8803,39.5199,6081.5188,30.612,2113.3344,30.3408,-16840.0,728.0,1685.4663,29.2192,-20489.9974,108.9052,78,1.21875,14,-4,0,,11806.6094,14,11.8066094
216,Ac,89,14426.1715,16.3878,5469.8787,12.5578,9240.8187,2.8621,-9674.0622,26.3182,542.6278,11.6211,-10843.0152,11.1943,127,1.4269662921348314,7,1,0,,5952.1319,38,5.9521319
62,Zn,30,23136.2545,0.6851,11272.7873,0.5413,-3364.133,0.5447,-19028.0,140.0,-4235.0305,0.5397,-22104.7442,37.9973,32,1.0666666666666667,2,4,0,,12890.5004,2,12.8905004
40,Si,14,6305.461,160.8206,42985.0,518.0,-17138.1994,700.9344,28504.7256,122.0555,-44397.0,527.0,10370.1935,166.0437,26,1.8571428571428572,6,-2,0,,4724.7939,12,4.7247939
141,La,57,11850.0989,4.1361,16806.6973,5.182,1191.0128,4.1382,3084.6899,4.0971,-13169.0764,9.1766,-2926.9347,3.9292,84,1.4736842105263157,7,2,0,,6689.1023,27,6.689102299999999
141,Gd,64,21735.0,197.0,5421.9438,22.5593,2342.5087,34.7741,-17842.0,299.0,4942.7436,23.3803,-20813.2709,800.7318,77,1.203125,14,-5,0,,9513.2709,13,9.5132709
181,Re,75,16075.7358,27.6501,10737.8977,12.6309,2772.4177,12.9762,-7054.3765,13.6009,-4872.7521,12.6984,-10232.5321,20.116,106,1.4133333333333333,-7,-20,0,,8751.3662,31,8.7513662
260,Lr,103,12648.0,161.0,7992.0,125.0,8396.0,143.0,-5396.0,156.0,-2576.0,161.0,-8162.0,145.0,157,1.5242718446601942,21,31,0,,5645.0,54,5.645
107,Mo,42,11356.8234,12.9237,25664.6433,15.221,-7160.8972,13.0416,11317.5906,12.6599,-21085.0,200.0,-840.0404,15.3336,65,1.5476190476190477,-8,15,0,,4488.2898,23,4.4882897999999996
55,V,23,13416.0971,27.1909,24933.5236,32.2948,-8299.699,27.1302,8587.406,27.0146,-21976.1735,30.4132,-261.075,27.0137,32,1.391304347826087,3,4,0,,7298.1868,9,7.298186800000001
170,Os,76,20073.3329,13.8867,3610.7034,16.463,5536.8635,2.6907,-17626.4894,20.5585,3703.2039,18.2621,-19903.5936,25.2528,94,1.236842105263158,-6,12,0,,11274.0252,18,11.2740252
125,Cd,48,12076.5429,3.9505,27496.2838,789.4465,-9590.6686,4.4253,12545.5672,3.1787,-22237.0,300.0,-551.6298,30.6967,77,1.6041666666666667,-2,-5,0,,4719.9718,29,4.719971800000001
60,Ni,28,20387.0081,0.0704,16895.9144,0.3103,-6290.9959,0.258,-10298.7732,0.4201,-11097.2568,0.3269,-16186.107,0.4004,32,1.1428571428571428,0,4,1,,11387.7284,4,11.3877284
173,Ir,77,19999.0618,39.8846,3596.113,29.867,5715.8754,9.004,-17436.4388,25.1035,4009.4118,37.0969,-17233.1039,14.7915,96,1.2467532467532467,-5,14,0,,10960.4004,19,10.960400400000001
221,Th,90,13665.4904,57.0,7031.8692,10.3791,8625.474,3.7755,-7580.0702,72.5758,-621.1366,10.9078,-11409.7895,16.6918,131,1.4555555555555555,8,5,0,,5820.93,41,5.820930000000001
107,I,53,,,-8.0,301.0,4816.0,424.0,,,9755.0,300.0,,,54,1.0188679245283019,3,4,0,,14201.0,1,14.201
98,Cd,48,28207.0,413.0,6030.9473,51.9661,-3959.0601,51.9737,,,2880.4567,52.0226,-28318.0,404.0,50,1.0416666666666667,-2,0,1,,14973.7158,2,14.9737158
259,No,102,12310.3194,8.7986,9088.6984,7.4284,7853.9999,5.0,-4288.0,73.0,-3636.0,200.0,-8774.0,102.0,157,1.5392156862745099,20,31,0,,5469.0,55,5.469
207,Pb,82,14824.4426,0.1126,14742.192,3.6987,392.3186,1.2726,-5306.2681,6.5628,-8795.212,20.4098,-10495.0859,7.5467,125,1.524390243902439,0,-1,1,,6737.7802,43,6.7377802
194,Rn,86,,,786.8349,19.7482,7862.4159,10.2109,,,6760.9548,22.0998,,,108,1.255813953488372,4,-18,0,,11389.6146,22,11.389614600000002
252,Bk,97,10560.0,200.0,,,5547.0,283.0,1240.0,206.0,,,-3672.0,200.0,155,1.597938144329897,15,29,0,,4765.0,58,4.765
101,Y,39,10553.6922,9.688,28511.5786,8.1475,-8960.5579,7.334,13836.7013,8.0116,-26077.8735,14.9122,3246.6313,10.7899,62,1.5897435897435896,11,12,0,,5804.8636,23,5.8048636
281,Mt,109,11328.0,900.0,,,8875.0,848.0,-2933.0,979.0,,,-5992.0,958.0,172,1.5779816513761469,-17,46,0,,6181.0,63,6.181
282,Rg,111,12287.0,793.0,7346.0,840.0,9550.0,104.0,-5987.0,711.0,-1947.0,840.0,-8277.0,710.0,171,1.5405405405405406,-15,45,0,,5663.0,60,5.663
178,Pt,78,19206.2032,16.2451,4444.2432,14.9009,5572.9819,2.2037,-15682.1399,14.7787,2669.9913,17.7755,-18523.0674,14.2116,100,1.2820512820512822,-4,18,0,,10698.3671,22,10.698367099999999
110,Ru,44,12553.8611,11.9104,23901.2737,12.8336,-6369.5417,12.7668,8258.2754,8.9441,-20702.3154,14.3041,-3144.6961,9.7953,66,1.5,-6,16,0,,7405.4918,22,7.4054918
68,Ga,31,19504.9619,1.4737,15405.7074,1.534,-4086.5521,1.4057,-8191.527,2.3352,-7055.472,1.4714,-12483.6544,4.4374,37,1.1935483870967742,3,9,0,,8278.2165,6,8.278216500000001
258,No,102,12488.0,100.0,8585.0,100.0,8150.0,100.0,-4867.0,101.0,-4402.0,100.0,-9259.0,109.0,156,1.5294117647058822,20,30,0,,6841.0,54,6.841
96,Mo,42,16523.4461,0.1042,16103.5,0.2026,-2760.7814,0.1522,-2714.5043,0.1211,-10423.9201,0.8764,-10844.8526,5.0784,54,1.2857142857142858,-8,4,0,,9154.335,12,9.154335
102,Mo,42,13510.473,8.3089,21766.0718,11.6306,-4704.024,11.8435,5545.5691,8.3139,-17688.8498,11.7636,-5287.591,25.3992,60,1.4285714285714286,-8,10,0,,8112.2321,18,8.1122321
189,Pt,78,15926.6799,26.0969,9828.3323,10.0846,3911.587,10.109,-6843.0271,33.1265,-2621.0751,10.0843,-12169.4087,10.4456,111,1.4230769230769231,-4,-15,0,,6719.7538,33,6.7197538
209,At,85,15798.9274,13.2806,7407.1607,5.2155,5756.8804,1.9932,-9101.6288,12.4383,-1302.5931,5.1736,-11299.7018,11.1763,124,1.4588235294117646,3,-2,0,,8485.19,39,8.485190000000001
266,Bh,107,13996.0,241.0,5736.0,287.0,9426.0,77.0,-9569.0,189.0,433.0,276.0,-10867.0,164.0,159,1.485981308411215,-19,33,0,,6362.0,52,6.362
97,Tc,43,17345.7177,6.5374,15016.1071,4.1464,-2436.5124,4.3784,-4626.8722,35.7011,-8910.5772,4.118,-9215.3694,4.1185,54,1.255813953488372,-7,4,0,,9474.1063,11,9.474106299999999
143,Eu,63,20458.3002,16.7457,8296.3211,17.7739,834.8016,17.4733,-13822.1185,52.3968,-388.7462,26.0275,-15353.1068,30.0266,80,1.2698412698412698,13,-2,0,,11003.6994,17,11.0036994
111,Te,52,22014.7236,7.7791,5535.2486,10.2224,2499.836,8.3367,-19067.0,116.0,4965.5346,15.2026,-21190.9611,62.2721,59,1.1346153846153846,2,9,0,,9428.9845,7,9.4289845
34,Ar,18,32320.5766,1.7715,6940.6977,0.0777,-6743.9542,0.2203,-33268.0,300.0,918.5945,0.0777,-33990.0,200.0,16,0.8888888888888888,-2,-4,0,,17065.3159,-2,17.0653159
61,Mn,25,12359.4373,3.2933,28709.4548,137.4202,-9731.9824,84.7979,11156.0489,2.4754,-25943.6991,181.961,1599.7264,4.1261,36,1.44,-3,8,0,,6845.5018,11,6.8455018
166,Ir,77,21965.0,374.0,411.0,208.0,6722.3507,5.5825,,,10065.0,202.0,-21059.0,447.0,89,1.155844155844156,-5,7,0,,9782.0,12,9.782
186,Lu,71,10162.0,447.0,,,-1255.0,640.0,8287.0,404.0,,,-72.0,405.0,115,1.619718309859155,-11,-11,0,,4431.0,44,4.431
72,Cu,29,12949.2619,1.767,27835.9851,11.0801,-10565.3316,4.1039,8805.2775,1.6192,-22702.0471,465.0321,-525.5383,2.9992,43,1.4827586206896552,1,-7,0,,5143.1899,14,5.1431899
243,Fm,100,16047.0,327.0,4589.0,212.0,8689.1999,50.6519,,,2640.0,131.0,,,143,1.43,18,17,0,,7155.0,43,7.155
169,Ho,67,12659.1872,20.6155,17490.8694,20.1407,-632.0761,20.1072,2478.6445,20.0804,-13303.7996,20.4816,-3878.0965,20.0477,102,1.5223880597014925,-15,20,0,,6808.0965,35,6.8080964999999996
164,Er,68,15750.9988,0.3291,12339.3458,0.1397,1304.9362,0.1698,-4930.4025,15.1109,-6850.6865,0.1318,-11285.4785,5.4722,96,1.411764705882353,-14,14,0,,8846.4785,28,8.8464785
119,In,49,14898.2593,5.839,20094.6825,15.4065,-5140.9875,19.6708,1776.8811,10.117,-15433.8273,7.7305,-4117.1334,7.3245,70,1.4285714285714286,-1,-12,0,,8541.7997,21,8.5417997
147,Ba,56,8890.4888,21.4901,23348.6406,22.6918,-2486.0693,20.2895,11749.8662,21.5312,-19598.0562,31.2494,885.8201,19.8186,91,1.625,6,9,0,,3469.0852,35,3.4690852
80,Zn,30,10308.0133,3.2335,31347.0,400.0,-11883.0,300.0,17886.6951,3.3009,-30778.0,500.0,2828.4181,2.8527,50,1.6666666666666667,2,0,1,,6287.6355,20,6.2876355
232,Am,95,15595.0,332.0,6395.0,305.0,7170.0,316.0,,,507.0,304.0,-11921.0,424.0,137,1.4421052631578948,13,11,0,,7062.0,42,7.062
219,Rn,86,10971.8649,4.6049,11632.0572,6.7037,6946.1921,0.3055,-564.5153,7.093,-6816.2853,2.4313,-6301.4208,4.6672,133,1.5465116279069768,4,7,0,,4459.3941,47,4.459394100000001
207,Ra,88,18432.5012,62.5762,3354.19,58.5066,7273.1168,57.995,,,5357.935,58.9152,-18042.0838,87.3707,119,1.3522727272727273,6,-7,0,,8122.9433,31,8.1229433
162,Tm,69,17319.0814,41.802,9672.9991,30.0594,2284.9983,37.5884,-8645.7232,79.4318,-1570.1595,26.1367,-11714.5522,30.1118,93,1.3478260869565217,-13,11,0,,7650.0857,24,7.6500857
255,Fm,100,11687.7194,4.0516,10079.0384,5.4205,7240.5682,0.508,-3011.4686,14.5871,-4829.901,11.9427,-7723.0,100.0,155,1.55,18,29,0,,5173.3741,55,5.1733741
151,Pm,61,13464.4918,4.8644,16924.8292,10.8972,-367.0829,16.4838,1266.838,4.5078,-12374.7222,10.1103,-4406.2426,4.4749,90,1.4754098360655739,11,8,0,,7860.2426,29,7.860242599999999
97,Sr,38,9606.0258,6.7236,26999.6958,18.9348,-6869.5875,4.2167,14356.0189,3.3862,-22787.9635,19.5723,1677.9938,6.954,59,1.5526315789473684,10,9,0,,3733.7442,21,3.7337442000000003
162,Gd,64,12481.2962,3.8,18625.4897,4.4191,-1453.7869,6.2098,3900.4495,3.957,-14897.6476,7.8846,-4890.2605,3.9388,98,1.53125,14,16,0,,6845.8963,34,6.845896300000001
39,P,15,9921.2594,118.8649,37162.1421,212.5483,-14975.8218,112.8848,17025.5823,112.658,-36533.0,188.0,6015.2622,112.8728,24,1.6,-5,4,0,,6224.3889,9,6.2243889
253,No,102,14633.0,181.0,6178.0544,15.8757,8414.6374,4.3296,-9283.0,410.0,253.1143,8.5667,-12250.0,185.0,151,1.4803921568627452,20,25,0,,6583.9925,49,6.5839925
59,Cu,29,25192.0762,0.598,11590.7386,0.5813,-4753.374,0.548,-22598.0,170.0,-3800.133,1.1752,-22130.9011,50.0016,30,1.0344827586206897,1,2,0,,12761.9215,1,12.7619215
59,Zn,30,30808.0,200.0,5709.6597,0.8361,-4304.633,0.9649,-30846.0,400.0,5724.2218,0.6725,-31747.0,300.0,29,0.9666666666666667,2,1,0,,12988.1251,-1,12.9881251
183,Hg,80,19286.1643,16.9319,4001.1003,15.4083,6038.556,3.8951,-16224.6475,29.8237,5074.794,14.8781,-18548.7604,13.9144,103,1.2875,-2,21,0,,8299.0882,23,8.2990882
123,Ru,44,8072.0,640.0,,,-12395.0,583.0,23880.0,935.0,,,7258.0,583.0,79,1.7954545454545454,-6,-3,0,,2841.0,35,2.841
88,Se,34,9523.6641,4.1917,29062.2186,437.8151,-8160.6839,4.6125,15807.0923,4.2512,-27583.0,300.0,1936.1641,4.6125,54,1.588235294117647,6,4,0,,5529.3885,20,5.5293885
112,Ag,47,15269.059,2.7422,18332.9783,17.9686,-3977.4892,14.2049,1406.3978,4.8922,-11568.8291,7.2683,-5402.8,2.4481,65,1.3829787234042554,-3,15,0,,6439.6,18,6.4396
45,Cr,24,33687.0,203.0,4777.1528,35.8558,-6242.1787,45.0982,-33923.0,285.0,10744.8136,35.4037,-35046.0,302.0,21,0.875,4,1,0,,14164.221,-3,14.164221
123,Cs,55,20083.951,18.7307,9375.9496,12.9978,309.159,24.8556,-12393.0,196.0,-2253.3458,13.1712,-14506.023,30.4557,68,1.2363636363636363,5,-14,0,,10970.206,13,10.970206000000001
124,In,49,13439.0538,58.6446,24339.6025,48.9134,-7641.1824,30.8859,6751.2903,30.5691,-18588.1688,44.6862,-1124.4139,30.6475,75,1.530612244897959,-1,-7,0,,5510.0628,26,5.5100628
120,Te,52,17814.0386,18.2222,12287.2594,1.8126,-261.0973,1.7537,-7189.726,11.9466,-6586.1468,1.8775,-13655.7469,21.7769,68,1.3076923076923077,2,-14,0,,10250.9389,16,10.2509389
203,Tl,81,14723.1668,14.1474,13938.5458,3.3116,907.5272,1.2472,-4236.416,12.8261,-8697.2984,23.3168,-7892.0191,3.9258,122,1.5061728395061729,-1,-4,0,,7852.2081,41,7.8522080999999995
269,Ds,110,15188.0,206.0,2401.0,100.0,11509.5104,29.5992,,,4578.0,302.0,,,159,1.4454545454545455,-16,33,0,,6885.0,49,6.885
200,Po,84,17611.0413,18.9378,5452.183,11.5073,5981.6352,1.847,-12941.2291,9.5263,1001.08,10.1963,-16189.6242,9.2967,116,1.380952380952381,2,-10,0,,9774.1726,32,9.7741726
106,In,49,20568.1112,13.5218,10069.6219,12.8393,-786.364,14.7054,-14134.8485,14.3184,-826.2724,13.0382,-15341.4664,12.8551,57,1.163265306122449,-1,7,0,,9038.8857,8,9.038885700000002
69,Ge,32,20569.5923,4.5121,13798.2402,1.5063,-3613.5655,1.4661,-10665.9599,1.9889,-4382.4908,1.5175,-16277.4648,2.2679,37,1.15625,4,9,0,,8193.1934,5,8.1931934
217,Fr,87,12146.1107,9.4274,9006.6958,9.212,8469.2686,4.3198,-4387.6582,12.9458,-5230.9863,7.3137,-7048.1214,10.2112,130,1.4942528735632183,5,4,0,,6727.6772,43,6.7276772000000005
100,Nb,41,12409.2697,9.4129,22080.4402,11.2379,-3886.1757,10.0246,6229.7054,8.089,-16436.4864,10.3605,-1892.4577,7.9786,59,1.4390243902439024,-9,9,0,,5527.22,18,5.527220000000001
251,Cf,98,11730.3877,3.8933,11193.6567,4.0772,6176.9599,0.8944,-1823.827,14.8147,-6143.5774,10.7963,-7162.0,100.0,153,1.5612244897959184,16,27,0,,5106.6728,55,5.1066728
226,Np,93,15358.007,106.0821,5623.4165,102.3317,8327.5999,54.0015,-10153.0,317.0,1171.2656,130.8294,-11555.0,317.0,133,1.4301075268817205,11,7,0,,6872.5393,40,6.872539300000001
250,Bk,97,11321.6831,50.1348,12189.0,200.0,5533.0,18.0,-273.0,100.0,-7441.0,298.0,-4842.0453,2.7862,153,1.577319587628866,15,27,0,,4965.6453,56,4.9656453
199,Bi,83,17253.0569,13.4954,7021.3368,17.2305,4932.7597,6.7099,-11974.2391,11.9028,-557.8346,13.0235,-13395.6562,20.3909,116,1.3975903614457832,1,-10,0,,9495.0835,33,9.4950835
125,Pd,46,9672.0,885.0,31988.0,640.0,-11764.0,565.0,19388.0,400.0,-27659.0,721.0,4199.0,472.0,79,1.7173913043478262,-4,-3,0,,3631.0,33,3.631
161,Tb,65,14071.8321,0.5607,15996.334,4.4247,-427.5592,4.2988,-265.4837,2.3948,-11257.2999,1.5169,-5860.6704,1.2022,96,1.476923076923077,15,14,0,,7696.622,31,7.6966220000000005
127,Ba,56,19291.6152,15.8053,10196.5364,11.4446,5.3868,14.8281,-10838.6112,31.0293,-960.5392,11.3569,-15915.7974,91.2174,71,1.2678571428571428,6,-11,0,,8219.3598,15,8.2193598
29,Al,13,17153.5348,0.3479,27267.9139,3.7422,-11274.8645,1.2485,-1254.9132,0.4976,-24508.4181,10.2522,-4786.2833,0.3447,16,1.2307692307692308,5,-4,0,,9428.3609,3,9.4283609
240,Cm,96,13863.6172,12.3031,9016.8682,1.6971,6397.7981,0.5997,-6264.4972,18.107,-4152.9687,1.7141,-10597.0,207.0,144,1.5,14,18,0,,7494.058,48,7.494058
165,Pm,61,7853.0,640.0,,,-4606.0,707.0,16059.0,500.0,,,5184.0,500.0,104,1.7049180327868851,11,22,0,,4382.0,43,4.382
250,Md,101,14691.0,205.0,6478.0,105.0,8155.4227,27.6804,,,-65.0,96.0,-11459.0,294.0,149,1.4752475247524752,19,23,0,,6853.1295,48,6.8531295
100,Ag,47,21214.1808,33.2849,9540.693,12.9137,-875.1531,11.1816,-13959.8232,5.4769,157.5812,20.0829,-16278.1556,5.2446,53,1.127659574468085,-3,3,0,,9496.8046,6,9.496804599999999
81,Zn,30,8910.0035,5.5002,32618.0,500.0,-11274.0,400.0,20092.0259,5.4335,-30249.0,600.0,4952.6873,5.8018,51,1.7,2,1,0,,2622.3681,21,2.6223681
104,Tc,43,14068.6838,26.4644,20778.6462,25.0123,-5132.6391,26.1329,4460.375,24.9914,-14759.2725,25.1943,-3303.1194,24.8889,61,1.4186046511627908,-7,11,0,,5966.3668,18,5.966366799999999
55,Ca,20,5405.3036,166.0909,40019.0,717.0,-14586.0,431.0,23182.0937,162.7984,-38500.0,816.0,7716.2405,160.8251,35,1.75,0,7,1,,1561.1058,15,1.5611058
154,Gd,64,15141.6906,0.2084,13521.3229,0.2694,920.0617,0.6537,-3312.3434,7.4125,-8435.27,0.301,-10464.0661,3.8471,90,1.40625,14,8,0,,8894.7322,26,8.8947322
110,Te,52,22590.7804,8.5152,4737.8138,8.4971,2698.9612,7.7506,-20307.1841,101.2021,3111.3889,10.3159,-22628.6333,9.4079,58,1.1153846153846154,2,8,0,,12585.7392,6,12.5857392
182,Os,76,16395.5475,26.8338,9550.8083,21.793,3373.0407,26.5305,-8440.6886,25.3837,-3664.1353,21.7936,-13217.3919,22.3691,106,1.394736842105263,-6,-20,0,,9130.4592,30,9.130459199999999
99,Nb,41,12875.1833,12.732,20797.8312,13.7508,-3552.3225,13.7857,4992.5254,12.0365,-17335.5673,14.3804,-2290.6816,12.005,58,1.4146341463414633,-9,8,0,,6882.0497,17,6.8820497
260,Sg,106,14891.0,413.0,4374.7845,26.0808,9900.5871,10.1565,,,892.0,75.0,,,154,1.4528301886792452,-20,28,0,,8043.0,48,8.043
164,Tb,65,12368.0718,2.7695,17959.9817,2.2798,-1036.4506,2.0705,2875.5338,2.3246,-12820.1357,2.0706,-3795.4438,1.9878,99,1.523076923076923,15,17,0,,5580.5479,34,5.5805479
193,Pb,82,18080.6474,12.23,6215.348,24.5407,4972.2075,33.1875,-13903.9526,17.8044,2493.2553,18.6344,-16766.0359,31.8211,111,1.353658536585366,0,-15,1,,7748.727,29,7.748727
34,S,16,20058.7884,0.0446,20431.9424,0.3014,-7923.6429,0.0496,-11553.3967,0.07,-16706.3325,0.7,-16999.6674,0.3933,18,1.125,-4,-2,0,,11417.1492,2,11.417149199999999
47,Ar,18,11739.1088,1.3149,36605.0,300.0,-15596.7293,5.1156,16977.3915,2.5294,-33296.0,400.0,1975.3375,1.4122,29,1.6111111111111112,-2,1,0,,3667.3371,11,3.6673371
189,Hg,80,17650.5052,34.0692,7518.9588,39.6839,4636.8499,40.7783,-11782.3589,34.5418,905.6204,31.9951,-15361.2934,43.472,109,1.3625,-2,-17,0,,7499.345,29,7.499345
61,Ga,31,29517.0,175.0,5354.1501,37.9965,-2250.564,37.9963,-29935.0,302.0,3921.6289,38.027,-27676.0,302.0,30,0.967741935483871,3,2,0,,15616.0,-1,15.616
214,Hg,80,7392.0,500.0,,,,,11953.0,400.0,,,1915.0,401.0,134,1.675,-2,8,0,,4501.0,54,4.501
185,Pt,78,17057.5833,29.4853,7602.3262,56.0732,4436.9081,10.0078,-10504.4931,29.2116,275.4504,25.8455,-14440.748,34.1096,107,1.3717948717948718,-4,-19,0,,7426.9756,29,7.4269756
140,Sm,62,20100.8091,17.1999,8016.7057,17.0531,1318.4361,17.1999,-13673.6675,30.612,-727.9868,30.2258,-18129.2121,18.1416,78,1.2580645161290323,12,-4,0,,11147.0344,16,11.1470344
45,Mn,25,38492.0,500.0,1641.0,303.0,-7715.0,361.0,,,11539.0,300.0,,,20,0.8,-3,0,1,,20511.0,-5,20.511
239,Bk,97,15103.0,310.0,6898.0,215.0,7200.0,200.0,-9381.0,364.0,-1461.0,215.0,-11099.0,363.0,142,1.4639175257731958,15,16,0,,8038.0,45,8.038
78,Y,39,30066.0,423.0,6272.0,298.0,-2682.0,298.0,,,5369.0,298.0,-28644.0,499.0,39,1.0,11,11,0,,13806.0,0,13.806
127,Ce,58,21464.0,198.0,6888.31,30.8978,1250.7035,31.3126,-16069.0,301.0,3401.5984,31.4647,-19727.0,198.0,69,1.1896551724137931,8,-13,0,,9230.0967,11,9.2300967
168,Ho,67,13131.5284,30.0102,16828.3958,30.0368,-379.1637,30.0589,1253.1474,30.0473,-11465.1199,30.0631,-4841.2936,30.0002,101,1.507462686567164,-15,19,0,,5851.0907,34,5.851090699999999
57,Cr,24,13557.2971,1.8769,25270.4581,28.9364,-8068.4674,3.4365,7657.0321,1.8822,-20390.9603,100.2179,-3684.6368,1.8859,33,1.375,4,5,0,,5311.1752,9,5.3111752
237,Cm,96,14909.0,127.0,7513.1371,77.1723,6770.3999,50.9902,-8691.1039,122.5121,-943.3279,74.4139,-12366.0,368.0,141,1.46875,14,15,0,,6676.9869,45,6.6769869
205,Pb,82,15126.3154,6.4555,13078.9012,1.268,1467.4514,1.0616,-6248.7637,10.1169,-6368.9852,1.179,-11195.5533,9.2477,123,1.5,0,-3,1,,6731.665,41,6.731665
58,K,19,2193.0,922.0,,,,,37410.0,725.0,,,20418.0,806.0,39,2.0526315789473686,-1,11,0,,271.0,20,0.271
162,W,74,20812.7798,150.8474,2638.4116,20.0671,5678.2669,2.4002,-19499.0,300.0,5027.6296,29.3525,-21227.7147,150.9418,88,1.1891891891891893,-8,6,0,,11564.0,14,11.564
33,Cl,17,30111.4237,3.4686,11140.7378,0.3908,-6475.4069,0.5306,-28544.0,200.0,-3987.4348,0.3928,-26874.3058,1.8125,16,0.9411764705882353,-3,-4,0,,15739.9523,-1,15.7399523
226,Pa,91,13971.3875,13.4005,8778.4902,11.8533,6986.8864,10.1805,-6783.277,102.6642,-2892.6764,12.1358,-9409.7194,14.8938,135,1.4835164835164836,9,9,0,,6394.3584,44,6.3943584
52,Co,27,32897.2116,125.8626,6295.0343,5.2821,-7472.2505,8.5303,-32464.0,600.0,6610.2756,5.2896,-30765.0,500.0,25,0.9259259259259259,-1,-3,0,,15073.1503,-2,15.0731503
69,Ga,31,18591.2998,1.6718,16586.2083,1.4859,-4489.0583,1.3579,-6215.6382,31.9852,-11049.7478,1.9853,-10420.3389,2.2259,38,1.2258064516129032,3,10,0,,10313.0833,7,10.3130833
35,Si,14,10019.7882,35.8642,33932.2951,35.9561,-13694.2441,35.9889,14454.7297,35.8574,-30003.7753,36.5139,2085.9034,35.8665,21,1.5,6,1,0,,2471.1141,7,2.4711141
47,S,16,5602.0,500.0,44468.0,721.0,-19554.0,565.0,32568.0,400.0,,,12864.0,411.0,31,1.9375,-4,3,0,,1511.0,15,1.511
89,Mo,42,24272.7631,4.8445,10245.7397,5.7002,-4264.6639,7.5265,-16645.5202,24.5328,1324.9587,6.6709,-21415.9607,5.6661,47,1.119047619047619,-8,-3,0,,10399.7092,5,10.3997092
95,Zr,40,14680.5488,0.9816,20152.0388,7.604,-4432.9066,5.5217,2051.9321,0.8768,-14103.1905,1.8762,-7362.1953,1.7259,55,1.375,-10,5,0,,6461.9268,15,6.4619268000000005
198,Ir,77,12417.0,204.0,17929.0,361.0,-875.0,283.0,3871.0,200.0,-12649.0,361.0,-3362.0,200.0,121,1.5714285714285714,-5,-5,0,,5517.0,44,5.517
39,K,19,25149.6302,0.0941,16623.5858,0.052,-7218.5796,0.0358,-19634.4692,24.0,-11298.0505,0.0981,-19820.0101,0.1944,20,1.0526315789473684,-1,0,1,,13077.7537,1,13.077753699999999
