1,A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess
,60,Ni,28,20387.0081,0.0704,16895.9144,0.3103,-6290.9959,0.258,-10298.7732,0.4201,-11097.2568,0.3269,-16186.107,0.4004,32,1.142857143,0,4,0,+,11387.7284,4
,60,Cu,29,22820.0474,1.636,13075.9119,1.9237,-4729.6603,1.6232,-18755#,200#,-3404.3953,1.5862,-19200.9019,1.7126,31,1.068965517,1,3,0.75,,10058.126,2
,60,Zn,30,28018.2349,50.0017,8523.5409,0.4141,-2691.7371,0.544,-26644#,300#,-306.6082,0.4172,-28486#,170#,30,1,2,2,1,+,15030.1098,0
,60,Ga,31,32193#,361#,2500#,200#,-3386#,200#,-33950#,447#,9479#,200#,-31292#,447#,29,0.935483871,3,1,0.75,,13902#,-2
,60,Ge,32,36093#,583#,-191#,304#,-4565#,500#,*,,12396#,300#,*,,28,0.875,4,0,0,+,19232#,-4
,60,As,33,*,,-3322#,500#,-4225#,640#,*,,20831#,434#,*,,27,0.818181818,5,-1,-1.25,,*,-6
0,61,Ca,20,2942#,1000#,*,,*,,35380#,855#,*,,15489#,944#,41,2.05,0,-9,0,,61#,21
,61,Sc,21,4813#,650#,42827#,1000#,-16055#,848#,30677#,644#,*,,14529#,646#,40,1.904761905,1,-10,1.111111111,,3021#,19
,61,Ti,22,6633#,424#,36758#,671#,-12235#,500#,26126#,300#,-34659#,761#,8646#,351#,39,1.772727273,2,11,1.692307692,,2342#,17
,61,V,23,8709.1404,272.1511,33925.513,342.7939,-11222.3845,295.8168,21565.0084,234.9314,-32916#,553#,8660.0609,234.9225,38,1.652173913,3,10,2.307692308,,5161.0378,15
,61,Cr,24,10523.2073,1.98,31195#,300#,-10519.5695,205.8876,16424.0007,3.2052,-27685.7755,240.3327,2400.1258,2.9822,37,1.541666667,4,9,2.769230769,,3659.3198,13
,61,Mn,25,12359.4373,3.2933,28709.4548,137.4202,-9731.9824,84.7979,11156.0489,2.4754,-25943.6991,181.961,1599.7264,4.1261,36,1.44,-3,8,-4.8,,6845.5018,11
,61,Fe,26,14398.1813,2.629,25382.514,2.693,-8820.4339,3.2052,5301.5263,2.6322,-19300.9735,2.8376,-5341.3833,2.6392,35,1.346153846,-2,7,-2.8,,5578.6466,9
,61,Co,27,16810.9768,0.8151,21950.7922,2.4754,-7836.8152,1.7186,-914.116,1.1969,-17219.2038,2.4754,-6496.2534,0.7909,34,1.259259259,-1,6,-1.2,,9319.0592,7
,61,Ni,28,19207.8321,0.0689,18135.0136,0.3298,-6464.9281,0.2616,-7873.1229,15.9001,-10097.8258,3.4058,-13948.0848,1.5742,33,1.178571429,0,5,0,,7820.1037,5
,61,Cu,29,21768.2444,1.0401,14332.1668,0.9803,-5063.3206,1.0408,-14849.4003,37.9997,-7622.5962,0.9829,-15880.9106,1.0494,32,1.103448276,1,4,0.8,,11710.1184,3
,61,Zn,30,25275.8638,15.9143,9770.0152,15.9001,-2689.8611,15.9069,-22559#,300#,835.3661,15.9001,-24830#,201#,31,1.033333333,2,3,1.2,,10245.7541,1
,61,Ga,31,29517#,175#,5354.1501,37.9965,-2250.564,37.9963,-29935#,302#,3921.6289,38.027,-27676#,302#,30,0.967741935,3,2,1.2,,15616#,-1
,61,Ge,32,33563#,500#,1152#,300#,-3665#,361#,*,,13096#,300#,-36221#,500#,29,0.90625,4,1,0.8,,14331#,-3
,61,As,33,*,,-1982#,345#,-4215#,500#,*,,15101#,361#,*,,28,0.848484848,5,0,0,,19631#,-5
0,62,Sc,21,4282#,781#,*,,-17045#,922#,32524#,656#,*,,15609#,671#,41,1.952380952,1,-9,1.125,,1261#,20
,62,Ti,22,6243#,466#,37778#,806#,-13094#,640#,28653#,400#,-38499#,894#,9906#,464#,40,1.818181818,2,-10,2.5,+,3901#,18
,62,V,23,8268.3981,320.8613,35241#,566#,-12158.5104,325.5104,23310.801,264.3679,-33002#,656#,9212.0204,264.2935,39,1.695652174,3,11,2.357142857,,3107.3603,16
,62,Cr,24,10086.7473,3.6233,33330.8559,240.3502,-12359.8588,183.3721,18025.4452,4.4371,-31772#,300#,2818.2002,4.1595,38,1.583333333,4,10,2.857142857,+,6427.4274,14
,62,Mn,25,11698.6548,6.9445,30014.5051,182.0637,-10518.2968,96.0392,12900.4347,19.6929,-25635.8143,235.0109,2325.22,7.0431,37,1.48,-3,9,-4.5,,4853.153,12
,62,Fe,26,13607.5185,4.4057,26547.4985,3.0098,-9311.1648,4.0859,7868.3831,2.8266,-23670.5256,3.3586,-4051.196,2.9178,36,1.384615385,-2,8,-2.666666667,+,8028.8719,10
,62,Co,27,15916.5979,18.5733,23034.3955,18.7198,-8021.7469,18.7698,1363.1439,18.5756,-16971.2407,18.7198,-5273.6884,18.5721,35,1.296296296,-1,7,-1.166666667,,6597.5388,8
,62,Ni,28,18415.8325,0.3086,19911.2076,3.4167,-7016.0846,0.4151,-5578.3513,0.4447,-15114.9081,2.6425,-12833.6951,0.9518,34,1.214285714,0,6,0,+,10595.7288,6
,62,Cu,29,20584.9171,1.6723,15715.0478,0.6041,-5365.1666,1.242,-10800.5214,0.6721,-7178.3356,0.872,-14509.9552,15.9067,33,1.137931034,1,5,0.833333333,,8874.7986,4
,62,Zn,30,23136.2545,0.6851,11272.7873,0.5413,-3364.133,0.5447,-19028#,140#,-4235.0305,0.5397,-22104.7442,37.9973,32,1.066666667,2,4,1.333333333,+,12890.5004,2
,62,Ga,31,28539#,200#,8219.7017,1.6724,-2744.0868,0.7216,-27567#,300#,2708.0697,1.0639,-26268#,300#,31,1,3,3,1.5,,12923.6776,0
,62,Ge,32,30752#,331#,2543#,140#,-2266#,148#,*,,6920#,141#,-33011#,331#,30,0.9375,4,2,1.333333333,+,16421#,-2
,62,As,33,34922#,500#,-592#,361#,-3305#,424#,*,,15426#,302#,*,,29,0.878787879,5,1,0.833333333,,15291#,-4
0,63,Sc,21,3573#,922#,*,,-18105#,1063#,34810#,778#,*,,17198#,806#,42,2,1,-8,1.142857143,,2312#,21
,63,Ti,22,5633#,583#,39448#,944#,-14095#,781#,30318#,505#,*,,11282#,566#,41,1.863636364,2,-9,2.571428571,,1732#,19
,63,V,23,7705.6557,413.2604,36818#,690#,-13335.5063,421.8023,25146.9197,340.0158,-36339#,690#,11041.1524,340.0128,40,1.739130435,3,-10,4.285714286,,4598.2954,17
,63,Cr,24,9824.4336,72.6804,34386#,309#,-12724#,309#,19457.3296,72.7838,-31267#,406#,4274.3471,72.9505,39,1.625,4,11,2.933333333,,3397.0061,15
,63,Mn,25,11287.5671,4.3938,31287.8814,234.9494,-11701.3594,137.451,14964.4923,18.9451,-28962.8681,264.3132,3919.6779,4.6575,38,1.52,-3,10,-4.285714286,,6434.4141,13
,63,Fe,26,12857.7625,5.0312,27717.0692,4.6884,-9944.6142,4.3544,9877.2624,4.3235,-22071.9888,5.5127,-2282.5479,19.0662,37,1.423076923,-2,9,-2.571428571,,4828.8906,11
,63,Co,27,15096.0105,18.5827,24687.3654,18.7205,-8751.1403,18.7205,3728.3153,18.5704,-20616.5594,19.6935,-3176.4313,18.5705,36,1.333333333,-1,8,-1.142857143,,8498.4717,9
,63,Ni,28,17433.4986,0.3102,21170.3309,2.6428,-7272.8498,0.4299,-3299.4624,1.545,-13923.806,2.8268,-10796.6664,0.4787,35,1.25,0,7,0,,6837.7698,7
,63,Cu,29,19738.4417,0.9516,17259.6317,0.7291,-5774.9461,0.3699,-9032.7686,1.372,-11444.44,18.5696,-12483.0979,0.4485,34,1.172413793,1,6,0.857142857,,10863.6431,5
,63,Zn,30,22007.1591,15.9557,12569.3422,1.5575,-3481.5119,1.5579,-15292.2081,37.2924,-2755.9604,1.5454,-18297.7253,1.6168,33,1.1,2,5,1.428571429,,9116.6587,3
,63,Ga,31,25555.0735,38.0159,9140.9792,1.614,-2613.5612,1.407,-23047#,200#,-1048.5275,1.4514,-22479#,140#,32,1.032258065,3,4,1.714285714,,12631.3959,1
,63,Ge,32,29274#,302#,5150.257,40.5102,-2130.4585,37.2675,-30071#,502#,6957.8964,37.2648,-30572#,302#,31,0.96875,4,3,1.714285714,,12853#,-1
,63,As,33,32443#,361#,944#,204#,-2165#,263#,*,,11198#,200#,*,,30,0.909090909,5,2,1.428571429,,17152#,-3
,63,Se,34,*,,-2362#,583#,-2905#,640#,*,,18001#,519#,*,,29,0.852941176,6,1,0.857142857,,*,-5
0,64,Ti,22,5423#,721#,*,,-14905#,922#,32160#,671#,*,,12189#,690#,42,1.909090909,2,-8,2.666666667,+,3691#,20
,64,V,23,7249#,479#,38208#,721#,-14194#,640#,26669#,400#,-36679#,806#,11787#,406#,41,1.782608696,3,-9,4.5,,2651#,18
,64,Cr,24,8930.0028,299.9609,36018#,500#,-13965.1963,384.3449,21329.5739,299.9831,-35069#,583#,5175.7645,299.9642,40,1.666666667,4,-10,6.666666667,+,5532.9966,16
,64,Mn,25,10607.7118,7.4385,32353.8188,264.3106,-12326.5545,181.9806,16803.4014,20.3161,-28537.8704,340.0138,4575.2708,5.5714,39,1.56,-3,11,-4.125,,4173.2977,14
,64,Fe,26,12234.1315,5.7429,28694.8827,6.0869,-10485.9676,5.1402,12129.4819,5.0385,-26080.2235,72.8296,-1189.3171,19.2407,38,1.461538462,-2,10,-2.5,+,7405.2409,12
,64,Co,27,14510.6785,27.2923,25846.4192,21.048,-9249.4117,20.1404,5631.9765,20.0011,-20194.3521,20.3494,-2350.8683,20.001,37,1.37037037,-1,9,-1.125,,6012.2068,10
,64,Ni,28,16495.2302,0.2116,22798.9194,2.8326,-8110.7755,3.4222,-1095.016,0.6728,-18752.3758,4.3273,-9590.4836,0.2041,36,1.285714286,0,8,0,+,9657.4604,8
,64,Cu,29,18779.5111,0.4793,18577.961,18.5696,-6198.8966,0.3773,-6591.5916,1.4721,-10861.8363,18.5704,-11282.3072,1.5451,35,1.206896552,1,7,0.875,,7915.868,6
,64,Zn,30,20978.5655,0.7833,13835.5202,0.6449,-3955.6904,0.6596,-11688.5149,3.7812,-7780.0974,0.6447,-17528.2362,1.4543,34,1.133333333,2,6,1.5,+,11861.9068,4
,64,Ga,31,22988.4409,1.5465,10623.2256,1.5464,-2912.4803,2.1469,-19301#,203#,-541.9295,1.472,-19982.9237,37.2871,33,1.064516129,3,5,1.875,,10357.045,2
,64,Ge,32,28318#,140#,7725.3567,3.7764,-2565.9487,3.7661,-27456#,500#,608.955,4.0392,-28887#,200#,32,1,4,4,2,+,15465.6,0
,64,As,33,31255#,362#,2123#,203#,-2367#,285#,*,,9726#,203#,-30754#,540#,31,0.939393939,5,3,1.875,,14103#,-2
,64,Se,34,*,,-702#,519#,-1754#,583#,*,,12773#,502#,*,,30,0.882352941,6,2,1.5,+,18081#,-4
0,65,Ti,22,5073#,860#,*,,-16225#,1063#,33520#,728#,*,,13458#,806#,43,1.954545455,2,-7,2.8,,1381#,21
,65,V,23,6513#,605#,39758#,860#,-15035#,781#,28857#,500#,*,,13458#,583#,42,1.826086957,3,-8,4.8,,3862#,19
,65,Cr,24,8274#,213#,37028#,539#,-14365#,361#,22908#,200#,-34119#,632#,6608#,200#,41,1.708333333,4,-9,7.2,,2741#,17
,65,Mn,25,10222.9197,5.2693,33805.1454,340.0158,-13215.1387,234.9494,18217.8612,4.2685,-31937#,400#,5930.8897,6.2494,40,1.6,-3,-10,-2.307692308,,6049.6219,15
,65,Fe,26,11724.9088,6.6815,29617.5444,72.8361,-11146.3156,5.4408,13907.8947,5.1346,-24866.8947,299.9847,503.2219,20.6481,39,1.5,-2,11,-2.444444444,,4319.6679,13
,65,Co,27,13476.2885,18.6914,26876.0868,4.2685,-9867.9915,3.1242,8078.4719,2.1797,-23485.1361,4.1069,-157.4896,2.1335,38,1.407407407,-1,10,-1.111111111,,7464.0817,11
,65,Ni,28,15755.5411,0.2458,24068.1095,4.3294,-8630.2096,2.6526,786.2281,0.6913,-17445.2156,5.0404,-7772.6963,0.2474,37,1.321428571,0,9,0,,6098.0807,9
,65,Cu,29,17826.4452,0.6588,19990.0665,18.5819,-6790.4145,0.9801,-4606.1908,0.6866,-14760.2066,20.0118,-9330.9775,0.3851,36,1.24137931,1,8,0.888888889,,9910.5771,7
,65,Zn,30,19841.2316,1.485,14977.0752,0.6496,-4114.9114,0.6632,-9433.8012,2.2589,-6101.9618,0.6774,-15150.516,1.4862,35,1.166666667,2,7,1.555555556,,7979.3248,5
,65,Ga,31,22253.023,1.5253,11655.5604,0.8138,-3098.3398,0.932,-15720.4301,84.7697,-4522.0394,0.8139,-16413.3016,3.809,34,1.096774194,3,6,2,,11895.9779,3
,65,Ge,32,25699.6385,37.3226,8842.7365,2.6679,-2554.2332,16.0459,-23459#,300#,2236.8234,2.2582,-25017#,203#,33,1.03125,4,5,2.222222222,,10234.0385,1
,65,As,33,29579#,217#,4967.8988,84.776,-2227.3099,92.8912,-30447#,507#,4606.7992,84.778,-28149#,507#,32,0.96969697,5,4,2.222222222,,15476#,-1
,65,Se,34,32312#,583#,676#,302#,-1655#,424#,*,,14007#,300#,*,,31,0.911764706,6,3,2,,14231#,-3
,65,Br,35,*,,-2432#,539#,-1715#,583#,*,,15753#,540#,*,,30,0.857142857,7,2,1.555555556,,*,-5
0,66,V,23,6123#,640#,*,,-16035#,781#,30451#,500#,*,,13939#,539#,43,1.869565217,3,-7,5.25,,2261#,20
,66,Cr,24,7643#,424#,38238#,671#,-15365#,500#,24928#,300#,-37639#,761#,7756#,300#,42,1.75,4,-8,8,+,4901#,18
,66,Mn,25,9903.9881,11.725,35009#,400#,-13962.1446,264.5232,19658.1488,17.8934,-31929#,500#,6396.1914,12.2913,41,1.64,-3,-9,-2.25,,3854.3662,16
,66,Fe,26,11240.9308,6.4785,31005.8107,299.9691,-11640.1511,5.3551,15938.4467,4.3302,-29047#,200#,1046.0407,4.5973,40,1.538461538,-2,-10,-1.666666667,+,6921.2629,14
,66,Co,27,12758.7355,24.4017,27997.4429,14.4138,-10309.4923,15.4283,9849.748,13.9875,-22730.168,14.4607,645.9373,13.9808,39,1.444444444,-1,11,-1.1,,5294.6538,12
,66,Ni,28,15049.8956,1.472,25614.6835,5.2081,-9553.1526,3.1243,2892.9354,1.5829,-22077.3626,5.2994,-6813.9341,1.5382,38,1.357142857,0,10,0,+,8951.8149,10
,66,Cu,29,16976.507,0.6645,21043.7895,20.0119,-7258.8057,18.5814,-2534.5604,1.2233,-14362.0548,2.1813,-8417.5826,0.3675,37,1.275862069,1,9,0.9,,7065.9299,8
,66,Zn,30,19037.847,0.9142,16378.137,0.7161,-4577.7049,0.6897,-7292.1879,2.5133,-11062.4033,0.7292,-14313.0602,1.0358,36,1.2,2,8,1.6,+,11058.5222,6
,66,Ga,31,21033.5382,1.787,12877.2526,1.0555,-3361.1014,1.1582,-11698.645,5.7862,-3749.0225,1.2203,-15316.8234,2.4246,35,1.129032258,3,7,2.1,,9137.5602,4
,66,Ge,32,23434.1739,4.4324,10180.9651,2.4855,-2863.8682,2.4782,-19947#,200#,-2983.9873,2.4862,-22741.3024,84.8,34,1.0625,4,6,2.4,+,13200.1354,2
,66,As,33,28635#,204#,7770.1992,5.859,-2462.9778,5.7177,-28455#,400#,3343.4317,5.7369,-27077#,300#,33,1,5,5,2.5,,13159.3454,0
,66,Se,34,30943#,539#,1923#,200#,-1945#,244#,*,,7529#,200#,-33241#,539#,32,0.941176471,6,4,2.4,+,16712#,-2
,66,Br,35,*,,-1385#,448#,-1574#,500#,*,,16078#,409#,*,,31,0.885714286,7,3,2.1,,15151#,-4
0,67,V,23,5776#,781#,*,,-17238#,922#,31837#,632#,*,,15325#,671#,44,1.913043478,3,-6,6,,3515#,21
,67,Cr,24,7102#,447#,39058#,806#,-15835#,640#,26439#,400#,*,,9409#,400#,43,1.791666667,4,-7,9.333333333,,2201#,19
,67,Mn,25,8756#,200#,36048#,539#,-14265#,395#,21741#,200#,-34570#,539#,8416#,200#,42,1.68,-3,-8,-2.181818182,,4901#,17
,67,Fe,26,10633.15,6.381,31976#,200#,-11955.032,72.7568,18034.2725,4.7879,-27857#,300#,2628.8074,14.485,41,1.576923077,-2,-9,-1.636363636,,3711.8871,15
,67,Co,27,12279.2142,6.7714,28932.3814,7.4429,-10859.6387,7.4429,11997.7701,6.5046,-25860.3622,12.902,2613.1918,6.5929,40,1.481481481,-1,-10,-0.909090909,,6984.5604,13
,67,Ni,28,14759.5278,2.9278,27102.7286,5.8711,-10531.9749,5.1816,4137.688,2.9847,-20963.8126,5.0137,-5555.7171,2.9596,39,1.392857143,0,11,0,,5807.7129,11
,67,Cu,29,16198.5124,1.0687,22712.2903,2.2657,-7892.9165,18.5925,-440.3975,1.328,-18199.9835,14.0009,-6491.6429,0.845,38,1.310344828,1,10,0.909090909,,9132.5825,9
,67,Zn,30,18110.9877,0.9285,17332.5218,0.7464,-4792.4005,0.7066,-5206.6581,4.2677,-9163.0539,1.5881,-12227.9655,0.8334,37,1.233333333,2,9,1.636363636,,7052.4655,7
,67,Ga,31,20364.3056,1.3953,14193.4209,1.3145,-3724.2037,1.1877,-10291.9238,1.2569,-7909.838,1.3172,-13343.4333,2.6735,36,1.161290323,3,8,2.181818182,,11226.7454,5
,67,Ge,32,22338.1308,4.8312,11339.6356,4.343,-2885.2049,4.5678,-16093.4239,67.2065,-1063.4604,4.273,-18719.9524,7.1374,35,1.09375,4,7,2.545454545,,9137.9954,3
,67,As,33,25792.812,84.7671,8507.6878,0.9065,-2465.0484,1.3772,-24058#,300#,-152.4746,1.1786,-22998#,200#,34,1.03030303,5,6,2.727272727,,12633.4666,1
,67,Se,34,29703#,307#,4680.0129,67.1025,-2083.989,76.7226,-31029#,429#,7737.7756,67.1105,-31082#,405#,33,0.970588235,6,5,2.727272727,,12991#,-1
,67,Br,35,32182#,583#,171#,312#,-1454#,361#,*,,12206#,300#,*,,32,0.914285714,7,4,2.545454545,,17031#,-3
,67,Kr,36,*,,-2890#,300#,-1127#,656#,*,,18820#,469#,*,,31,0.861111111,8,3,2.181818182,,*,-5
0,68,Cr,24,6693#,583#,*,,-16635#,781#,28207#,536#,*,,9819#,539#,44,1.833333333,4,-6,12,+,4492#,20
,68,Mn,25,8312#,300#,37198#,583#,-15025#,500#,22722#,300#,-34465#,671#,8717#,300#,43,1.72,-3,-7,-2.1,,3411#,18
,68,Fe,26,9972#,193#,33335#,356#,-12682#,356#,19567#,193#,-31916#,444#,3354#,193#,42,1.615384615,-2,-8,-1.6,+,6260#,16
,68,Co,27,11376.6856,14.4955,29470.1404,11.8252,-11078.4662,5.2363,13924.4524,4.171,-25351#,200#,4028.7795,4.8196,41,1.518518519,-1,-9,-0.9,,4392.1252,14
,68,Ni,28,13600.1652,3.292,27973.9179,5.0679,-10919.1863,5.8359,6543.332,3.0808,-25044.3778,4.8447,-4215.587,3.1114,40,1.428571429,0,-10,0,+,7792.4523,12
,68,Cu,29,15451.39,1.7113,23736.444,14.0619,-8199.5171,20.0679,1519.0115,2.1339,-17534.2306,6.6349,-5757.9849,1.7543,39,1.344827586,1,11,0.916666667,,6318.8075,10
,68,Zn,30,17250.5619,0.3028,18578.8032,1.5995,-5333.0365,0.7579,-3028.3555,2.0314,-13553.4373,2.9907,-11199.3165,1.1359,38,1.266666667,2,10,1.666666667,+,10198.0963,8
,68,Ga,31,19504.9619,1.4737,15405.7074,1.534,-4086.5521,1.4057,-8191.527,2.3352,-7055.472,1.4714,-12483.6544,4.4374,37,1.193548387,3,9,2.25,,8278.2165,6
,68,Ge,32,21514.3943,3.047,12657.5123,2.0184,-3399.6969,1.9837,-12789.35,1.9407,-6387.3938,2.0225,-18462.8847,1.9278,36,1.125,4,8,2.666666667,+,12376.3989,4
,68,As,33,23012.0798,5.9744,9748.7409,2.1448,-2486.6167,2.3341,-20103#,259#,695.6575,2.1888,-20385.5514,67.093,35,1.060606061,5,7,2.916666667,,10378.6133,2
,68,Se,34,28672#,200#,7160.3502,2.4514,-2298.8618,3.7588,-28563#,500#,1195.2981,4.3475,-29731#,300#,34,1,6,6,3,+,15680.4728,0
,68,Br,35,31364#,476#,1344#,259#,-1684#,329#,*,,10507#,259#,-31311#,497#,33,0.942857143,7,5,2.916666667,,14333#,-2
,68,Kr,36,*,,-1456#,539#,-1192#,707#,*,,13665#,505#,*,,32,0.888888889,8,4,2.666666667,+,18146#,-4
0,69,Cr,24,6503#,640#,*,,-17265#,860#,29569#,539#,*,,11219#,583#,45,1.875,4,-5,20,,2011#,21
,69,Mn,25,7922#,447#,38194#,721#,-15674#,640#,25026#,409#,*,,10466#,444#,44,1.76,-3,-6,-2,,4511#,19
,69,Fe,26,9633#,200#,34507#,447#,-13314#,283#,20780#,200#,-30798#,539#,4372#,200#,43,1.653846154,-2,-7,-1.555555556,,3374#,17
,69,Co,27,11206.3002,85.9393,31383#,218#,-11843.0192,85.7784,15350.7734,85.7088,-28754#,312#,5007.0568,85.7493,42,1.555555556,-1,-8,-0.888888889,,6814.175,15
,69,Ni,28,12378.6039,4.7139,28848.1824,5.3356,-11185.67,6.3257,8439.2504,3.8098,-23371#,193#,-2482.931,4.0485,41,1.464285714,0,-9,0,,4586.1516,13
,69,Cu,29,14559.3036,1.6578,24992.3797,6.5929,-8975.9315,2.5079,3591.5987,1.8401,-21382.6014,4.1039,-3800.3846,1.5995,40,1.379310345,1,-10,1.111111111,,8240.4961,11
,69,Zn,30,16680.1663,0.2505,19253.1603,2.995,-5717.0257,0.7868,-1317.2321,1.5259,-12243.055,3.0849,-9403.17,1.2106,39,1.3,2,11,1.692307692,,6482.07,9
,69,Ga,31,18591.2998,1.6718,16586.2083,1.4859,-4489.0583,1.3579,-6215.6382,31.9852,-11049.7478,1.9853,-10420.3389,2.2259,38,1.225806452,3,10,2.307692308,,10313.0833,7
,69,Ge,32,20569.5923,4.5121,13798.2402,1.5063,-3613.5655,1.4661,-10665.9599,1.9889,-4382.4908,1.5175,-16277.4648,2.2679,37,1.15625,4,9,2.769230769,,8193.1934,5
,69,As,33,22667.5854,32.0025,10810.9676,32.0208,-2879.6108,32.0092,-16852.7036,52.8035,-3315.0981,32.0309,-16994.0507,32.0033,36,1.090909091,5,8,3.076923077,,12288.9721,3
,69,Se,34,25997.0563,67.0841,8338.9384,4.569,-2381.4068,2.6279,-24294#,300#,3255.1135,2.3961,-25715#,259#,35,1.029411765,6,7,3.230769231,,10316.5835,1
,69,Br,35,29872#,303#,4250.1878,42.0053,-1747.3374,94.6019,*,,5346.0785,42.0435,-28704#,502#,34,0.971428571,7,6,3.230769231,,15539#,-1
,69,Kr,36,32731#,520#,138#,307#,-1546#,424#,*,,14760#,300#,*,,33,0.916666667,8,5,3.076923077,,14585#,-3
0,70,Cr,24,6093#,781#,*,,*,,31250#,671#,*,,11648#,721#,46,1.916666667,4,-4,,+,4082#,22
,70,Mn,25,7673#,583#,*,,-16575#,707#,26075#,500#,*,,10678#,539#,45,1.8,-3,-5,-1.875,,3161#,20
,70,Fe,26,9136#,356#,35778#,583#,-14175#,424#,22324#,300#,-34549#,583#,5424#,312#,44,1.692307692,-2,-6,-1.5,+,5762#,18
,70,Co,27,11025.0089,11.6493,32183#,300#,-12199.487,15.6768,16451.4172,11.0447,-28454#,400#,5382.3745,11.606,43,1.592592593,-1,-7,-0.875,,4210.8339,16
,70,Ni,28,11892.682,3.6716,29895#,193#,-11570.9376,4.6253,10350.8797,2.8763,-27304#,200#,-1548.9654,2.5589,42,1.5,0,-8,0,+,7306.5305,14
,70,Cu,29,13551.9738,1.9177,25911.7322,4.0075,-8992.7554,14.0142,5933.7695,1.6162,-19879.9041,85.7043,-2629.7924,1.3422,41,1.413793103,1,-9,1.125,,5311.4777,12
,70,Zn,30,15700.2298,2.0428,20678.8678,3.5444,-5983.3706,2.3728,997.2882,2.0817,-16875.0632,4.1906,-8308.2465,1.5818,40,1.333333333,2,-10,2.5,+,9218.1598,10
,70,Ga,31,17966.7319,1.8569,17921.0493,1.9874,-5076.7769,1.3635,-4576.1768,1.8424,-10462.9003,1.8424,-9880.794,0.5755,39,1.258064516,3,11,2.357142857,,7653.6486,8
,70,Ge,32,19725.8735,2.0476,15132.824,1.0477,-4087.7235,1.0276,-8632.1366,1.7832,-9433.101,1.0599,-15521.1729,32.0098,38,1.1875,4,10,2.857142857,+,11532.6802,6
,70,As,33,21582.082,2.315,11825.861,1.9996,-3035.1605,1.7736,-12908.3463,14.9693,-2295.1247,1.8401,-15970.5771,2.0428,37,1.121212121,5,9,3.214285714,,9293.1099,4
,70,Se,34,23883.0869,1.6593,9529.0429,2.4552,-2747.7748,2.876,-20830#,200#,-2118.1966,2.06,-23741.7399,42.0328,36,1.058823529,6,8,3.428571429,+,13566.5034,2
,70,Br,35,28777#,259#,7109.0417,15.0178,-1825.4591,15.9503,*,,4397.5834,35.3,-27357#,300#,35,1,7,7,3.5,,13237.4672,0
,70,Kr,36,31617#,539#,1489#,200#,-1865#,283#,*,,8045#,200#,*,,34,0.944444444,8,6,3.428571429,+,17031#,-2
0,71,Mn,25,7402#,640#,*,,-17301#,781#,27750#,683#,*,,12199#,583#,46,1.84,-3,-4,-1.714285714,,4241#,21
,71,Fe,26,8873#,447#,36878#,640#,-15085#,565#,23476#,400#,-33579#,721#,6524#,400#,45,1.730769231,-2,-5,-1.428571429,,3111#,19
,71,Co,27,10127.1189,472.8604,33588#,613#,-13214#,506#,18341.2042,465.0324,-31209#,683#,6772.62,465.0349,44,1.62962963,-1,-6,-0.857142857,,5916.285,17
,71,Ni,28,11570.2158,4.3458,30785#,200#,-12122.7358,4.426,11922.5506,3.4708,-25805#,300#,-501.173,2.4846,43,1.535714286,0,-7,0,,4263.6853,15
,71,Cu,29,13117.5496,2.0429,26903.6291,85.7104,-9814.2669,6.6133,7427.9922,1.6967,-23475.1422,11.0922,-1217.7045,2.4288,42,1.448275862,1,-8,1.142857143,,7806.0719,13
,71,Zn,30,15053.516,2.7689,21928.0724,4.5745,-6011.0138,3.9219,2577.8707,2.7759,-15403.8889,3.4115,-6489.954,2.8809,41,1.366666667,2,-9,2.571428571,,5835.3561,11
,71,Ga,31,16953.9431,1.4442,18980.8479,1.6155,-5244.489,1.1615,-2245.8698,4.0836,-14451.7171,1.3519,-7648.4085,0.1411,40,1.290322581,3,-10,4.285714286,,9300.2946,9
,71,Ge,32,18948.6188,1.5474,16066.6927,1.0573,-4451.1966,1.0276,-6760.142,2.9109,-7630.8799,2.0798,-13644.0016,1.6175,39,1.21875,4,11,2.933333333,,7415.9386,7
,71,As,33,20923.7115,32.269,13143.3793,4.3311,-3439.0167,4.244,-11390.8304,6.82,-6272.0778,4.3321,-14034.6753,4.454,38,1.151515152,5,10,3.333333333,,11630.6016,5
,71,Se,34,22854.4366,3.167,10623.7828,3.0895,-2897.7126,5.1444,-16819.3038,128.7989,126.5504,2.9123,-19792.2059,15.1636,37,1.088235294,6,9,3.6,,9287.9332,3
,71,Br,35,26385.5848,42.3489,7968.1872,32.4522,-2340.1101,5.4201,-24212#,400#,542.5758,5.5798,-23473#,200#,36,1.028571429,7,8,3.733333333,,13148.1176,1
,71,Kr,36,30330#,326#,4470.4389,128.7772,-2171.8328,145.1875,*,,8313.7176,128.7783,*,,35,0.972222222,8,7,3.733333333,,13298#,-1
,71,Rb,37,*,,609#,402#,-2186#,500#,*,,11846#,400#,*,,34,0.918918919,9,6,3.6,,*,-3
0,72,Mn,25,6862#,781#,*,,*,,29131#,671#,*,,12689#,721#,47,1.88,-3,-3,-1.5,,2621#,22
